Tarih,Aşama,Kanal,Özet,Telegram’a Gönderildi mi?,Prompt Tokens,Completion Tokens,Toplam Tokens
2025-06-02 17:11,Final,conflict_tr,"🔴 ABD'nin Ankara Büyükelçisi Tom Barrack:

▪️Bölgede Yunanistan, İran, Rusya, Ukrayna, Ermenistan, A",Evet,179,58,237
2025-06-02 17:11,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:11,Final,ateobreaking,"Украина обсуждает сделку на поставку** газа** из Норвегии на $1 млрд,  — Зеленский",Evet,135,32,167
2025-06-02 17:17,Final,conflict_tr,🔴 Bir Rus askerinin Ukrayna İHA'sının attığı bombayı alıp attığı anlar.,Evet,132,28,160
2025-06-02 17:17,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:18,Final,ateobreaking,⚡Российская делегация в ходе переговоров в Турции признала наличие в стране политических заключённых,Evet,165,50,215
2025-06-02 17:18,Final,ateobreaking,"Путин и Зеленский могут встретиться уже в конце июня или начале июля, рассчитывают в Кремле

Об этом",Evet,157,59,216
2025-06-02 17:18,Final,ateobreaking,"⚡Российская переговорная сторона заявила о готовности амнистировать всех политических заключённых, с",Evet,140,32,172
2025-06-02 17:24,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:29,Final,ww3media,🚨Tel Aviv'in kuzeydoğusundaki Jaljulia bölgesinde bir araç patladı.,Evet,132,23,155
2025-06-02 17:30,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:35,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:40,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:40,Final,ateobreaking,"Трамп сохраняет готовность к встрече с Путиным и Зеленским, но предпочитает, чтобы РФ и Украина вели",Evet,149,40,189
2025-06-02 17:46,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:46,Final,ateobreaking,"МИД РА Мирзоян: Если нам удастся добиться прорыва в нормализации отношений с Турцией, то этот прорыв",Evet,167,39,206
2025-06-02 17:51,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 17:56,Translate & Filter,ww3media,"🚨Paris'te iki kadın, araçlarıyla eylemcilerin arasında kaldı. 

Eylemciler, kadınlara saldırdı; o an",Hayır,149,2,151
2025-06-02 18:01,Final,conflict_tr,"🔴 İsrail medyası:

Gazze’nin Cibaliye bölgesinde ordu birliklerine pusu atıldı. Yaralıları tahliye e",Evet,153,39,192
2025-06-02 18:02,Final,ww3media,🚨Yemen’den İsrail’e balistik füze saldırısı düzenleniyor.,Evet,127,18,145
2025-06-02 18:12,Final,conflict_tr,"🔴 İsrail ordusu, Yemen’den atılan Husi balistik füzesini düşürdü.",Evet,131,25,156
2025-06-02 18:19,Final,ateobreaking,Тбилиси. 187-й день непрерывных протестов с требованием новых выборов и освобождения политических за,Evet,137,35,172
2025-06-02 19:28,Final,conflict_tr,"🔴 İsrail medyası:

3 İsrail askeri, Gazze’nin Cibaliye bölgesinde Kassam Tugayları’nın zırhlı araca ",Evet,153,42,195
2025-06-02 19:29,Final,conflict_tr,"🔴 Birleşmiş Milletler 80. Dönem Genel Kurul Başkanlığına, eski Almanya Dışişleri Bakanı Annalena Bae",Evet,147,40,187
2025-06-02 19:29,Final,conflict_tr,"🔴 Ukrayna ordusu, Rus hava üslerine düzenlediği saldırıda Beriev A-50 havadan erken uyarı ve kontrol",Evet,163,41,204
2025-06-02 19:29,Final,ww3media,🔴Ankara Büyükşehir Belediyesi’nin ardından Denizli Büyükşehir Belediyesi de Türk Dünyası Belediyeler,Evet,140,31,171
2025-06-02 19:30,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 19:30,Final,ww3media,"🔴Ukrayna Devlet Başkanı Zelenskiy:

Rusların sunduğu barış planını henüz görmedim ama gelen bilgiler",Evet,179,54,233
2025-06-02 19:31,Final,ateobreaking,Тбилиси. 187-й день непрерывных протестов с требованием новых выборов и освобождения политических за,Evet,144,42,186
2025-06-02 19:37,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 19:42,Final,conflict_tr,"🔴 TPAO, Azerbaycan'ın Şafak-Asiman Doğalgaz Sahası'nda yüzde 30 hisse aldı.",Evet,139,40,179
2025-06-02 19:42,Final,ww3media,"🔴Beyaz Saray Sözcüsü Karoline Leavitt:

Cumhurbaşkanı Erdoğan, Putin ve Zelenskiy’nin katılacağı bir",Evet,160,48,208
2025-06-02 19:43,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 19:48,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 19:53,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 19:58,Final,conflict_tr,"🔴 Libya’da Hafter’e bağlı Temsilciler Meclisi, 2019’da UMH tarafından imzalanan iki ülke arasındaki ",Evet,167,49,216
2025-06-02 19:58,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:03,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:03,Final,ateobreaking,"Редакция Ateo Breaking зафиксировала передачу сигнала от УВБ-76 “антенна судного дня”. 

Антенна явл",Evet,166,55,221
2025-06-02 20:09,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:09,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:09,Final,ateobreaking,❗️**Мобильный интернет ограничен** в Ярославской области из-за угрозы атаки БПЛА — власти,Evet,138,29,167
2025-06-02 20:14,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:14,Final,ww3media,"🚨Zelenskiy:

Ukrayna, Lahey'deki NATO zirvesine davet edildi.",Evet,132,23,155
2025-06-02 20:15,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:20,Final,conflict_tr,"🔴 ABD, bazı Çin mallarına yönelik gümrük vergilerini 31 Ağustos'a kadar uzattı.",Evet,135,26,161
2025-06-02 20:20,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:20,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:25,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:25,Translate & Filter,ww3media,"🔴HASSAS

Hindistanlı bir turist, fotoğraf çektirmek istediği kaplanın saldırısına uğradı.",Hayır,139,2,141
2025-06-02 20:27,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:28,Final,ww3media,"🔴ABD ordusuna ait 5 tanker uçağı, Tokyo’daki Yokota Hava Üssü’nden Okinawa’daki Kadena Hava Üssü’ne ",Evet,152,40,192
2025-06-02 20:33,Final,conflict_tr,"🔴 Yediot Ahronoth:

▪️İsrail’de Tel Aviv’e destekleriyle bilinen bazı Amerikalı yetkililerin görevde",Evet,185,44,229
2025-06-02 20:33,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:33,Final,ww3media,"🔴ABD Dışişleri Bakanı Marco Rubio:

Teröristlerin, ailelerinin ve destekçilerinin vizelerini iptal e",Evet,149,38,187
2025-06-02 20:39,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:44,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 20:44,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 20:49,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 20:49,Translate & Filter,conflict_tr,"🔴 The Telegraph:

▪️“Sızan tıbbi raporlara göre Cezayirli Olimpiyat boks şampiyonu Imene Khelif, biy",Hayır,189,2,191
2025-06-02 21:03,Final,conflict_tr,"🔴 Yediot Ahronoth:

▪️İsrailli yetkililere göre, Netanyahu ABD’deki değişikliklerden büyük endişe du",Evet,194,50,244
2025-06-02 21:03,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:03,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:03,Translate & Filter,ateobreaking,Белый дом показал новый официальный портрет президента США Дональда Трампа,Hayır,126,2,128
2025-06-02 21:08,Final,conflict_tr,🔴 6 aydır kapalı olan Suriye Borsası açıldı.,Evet,127,26,153
2025-06-02 21:09,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:09,Final,ww3media,"🔴Yedioth Ahronoth: 

▪️Trump yönetimi, son günlerde İsrail yanlısı üç yetkiliyi görevden aldı.

▪️Gö",Evet,174,39,213
2025-06-02 21:09,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:09,Translate & Filter,ateobreaking,Белый дом показал новый официальный портрет президента США Дональда Трампа,Hayır,126,2,128
2025-06-02 21:14,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:14,Final,ww3media,"🚨Ukrayna, Kırım'a büyük çaplı drone saldırısı başlattı.",Evet,129,24,153
2025-06-02 21:14,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:14,Translate & Filter,ateobreaking,Белый дом показал новый официальный портрет президента США Дональда Трампа,Hayır,126,2,128
2025-06-02 21:20,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:20,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:20,Final,ateobreaking,"**Власти Латвии запретили въезд в страну некоторым россиянам, которые владеют недвижимостью около ст",Evet,234,40,274
2025-06-02 21:20,Final,ateobreaking,Украина начала массированную атаку беспилотниками по Крыму,Evet,125,22,147
2025-06-02 21:20,Translate & Filter,ateobreaking,Белый дом показал новый официальный портрет президента США Дональда Трампа,Hayır,126,2,128
2025-06-02 21:25,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:25,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:25,Translate & Filter,ateobreaking,Белый дом показал новый официальный портрет президента США Дональда Трампа,Hayır,126,2,128
2025-06-02 21:30,Translate & Filter,conflict_tr,🔴 ABD Başkanı Donald Trump'ın yeni resmi portresi ortaya çıktı.,Hayır,123,2,125
2025-06-02 21:30,Translate & Filter,ww3media,"🔴Donald Trump, yeni resmi portresini yayınladı.",Hayır,122,2,124
2025-06-02 21:30,Translate & Filter,ateobreaking,Учёные выявили связь между редкой половой жизнью и депрессией у женщин: менее 11 контактов в год пов,Hayır,171,2,173
